large,Belfast International Airport,54.65750122,-6.215829849,268,EU,GB,GB-NIR,Belfast,EGAA,BFS,
large,Belgrade Nikola Tesla Airport,44.81840134,20.3090992,335,EU,RS,RS-00,Belgrade,LYBE,BEG,
large,Ben Gurion International Airport,32.01139832,34.88669968,135,AS,IL,IL-M,Tel Aviv,LLBG,TLV,
large,Benazir Bhutto International Airport,33.61669922,73.09919739,1668,AS,PK,PK-IS,Islamabad,OPRN,ISB,
large,Bengaluru International Airport,13.19789982,77.70629883,3000,AS,IN,IN-KA,Bangalore,VOBL,BLR,
large,Berlin-Schönefeld International Airport,52.38000107,13.52250004,157,EU,DE,DE-BR,Berlin,EDDB,SXF,
large,Berlin-Tegel International Airport,52.55970001,13.2876997,122,EU,DE,DE-BE,Berlin,EDDT,TXL,
large,Bill & Hillary Clinton National Airport/Adams Field,34.72940063,-92.22429657,262,NA,US,US-AR,Little Rock,KLIT,LIT,LIT
large,Billings Logan International Airport,45.80770111,-108.5429993,3652,NA,US,US-MT,Billings,KBIL,BIL,BIL
large,Billund Airport,55.74029922,9.151780128,247,EU,DK,DK-83,Billund,EKBI,BLL,
large,Birmingham International Airport,52.45389938,-1.748029947,327,EU,GB,GB-ENG,Birmingham,EGBB,BHX,
large,Birmingham-Shuttlesworth International Airport,33.56290054,-86.75350189,650,NA,US,US-AL,Birmingham,KBHM,BHM,BHM
large,Blue Grass Airport,38.03649902,-84.60590363,979,NA,US,US-KY,Lexington,KLEX,LEX,LEX
large,Bodø Airport,67.26920319,14.36530018,42,EU,NO,NO-18,Bodø,ENBO,BOO,
large,Boeing Field King County International Airport,47.52999878,-122.302002,21,NA,US,US-WA,Seattle,KBFI,BFI,BFI
large,Boise Air Terminal/Gowen field,43.56439972,-116.2229996,2871,NA,US,US-ID,Boise,KBOI,BOI,BOI
large,Bologna Guglielmo Marconi Airport,44.53540039,11.2887001,123,EU,IT,IT-45,Bologna,LIPE,BLQ,
large,Bordeaux-Mérignac Airport,44.82830048,-0.715556026,162,EU,FR,FR-B,Bordeaux/Mérignac,LFBD,BOD,
large,Boryspil International Airport,50.34500122,30.8946991,427,EU,UA,UA-32,Kiev,UKBB,KBP,
large,Bournemouth Airport,50.77999878,-1.842499971,38,EU,GB,GB-ENG,Bournemouth,EGHH,BOH,
large,Bradley International Airport,41.93889999,-72.68319702,173,NA,US,US-CT,Hartford,KBDL,BDL,BDL
large,Bremen Airport,53.04750061,8.786669731,14,EU,DE,DE-HB,Bremen,EDDW,BRE,
large,Brisbane International Airport,-27.38419914,153.1170044,13,OC,AU,AU-QLD,Brisbane,YBBN,BNE,
large,Bristol International Airport,51.38270187,-2.719089985,622,EU,GB,GB-ENG,Bristol,EGGD,BRS,
large,Brunei International Airport,4.944200039,114.9280014,73,AS,BN,BN-BM,Bandar Seri Begawan,WBSB,BWN,
large,Brussels Airport,50.90140152,4.48443985,184,EU,BE,BE-BRU,Brussels,EBBR,BRU,
large,Brussels South Charleroi Airport,50.45920181,4.453820229,614,EU,BE,BE-WHT,Brussels,EBCI,CRL,
large,Budapest Ferenc Liszt International Airport,47.43690109,19.25559998,495,EU,HU,HU-PE,Budapest,LHBP,BUD,
large,Buffalo Niagara International Airport,42.94049835,-78.73220062,728,NA,US,US-NY,Buffalo,KBUF,BUF,BUF
large,Burgas Airport,42.56959915,27.51519966,135,EU,BG,BG-02,Burgas,LBBG,BOJ,
large,Cagliari Elmas Airport,39.25149918,9.054280281,13,EU,IT,IT-88,Cagliari,LIEE,CAG,
large,Cairo International Airport,30.12190056,31.40559959,382,AF,EG,EG-C,Cairo,HECA,CAI,
large,Calgary International Airport,51.11389923,-114.0199966,3557,NA,CA,CA-AB,Calgary,CYYC,YYC,
large,Calicut International Airport,11.13679981,75.95529938,342,AS,IN,IN-KL,Calicut,VOCL,CCJ,
large,Canberra International Airport,-35.30690002,149.1950073,1886,OC,AU,AU-ACT,Canberra,YSCB,CBR,
large,Cancún International Airport,21.03650093,-86.87709808,22,NA,MX,MX-ROO,Cancún,MMUN,CUN,
large,Cannon Air Force Base,34.38280106,-103.3219986,4295,NA,US,US-NM,Clovis,KCVS,CVS,CVS
large,Cape Town International Airport,-33.96480179,18.60169983,151,AF,ZA,ZA-WC,Cape Town,FACT,CPT,
large,Cardiff International Airport,51.39670181,-3.343329906,220,EU,GB,GB-WLS,Cardiff,EGFF,CWL,
large,Carrasco International /General C L Berisso Airport,-34.83840179,-56.03079987,105,SA,UY,UY-MO,Montevideo,SUMU,MVD,
large,Casper-Natrona County International Airport,42.90800095,-106.4639969,5350,NA,US,US-WY,Casper,KCPR,CPR,CPR
large,Catania-Fontanarossa Airport,37.46680069,15.06639957,39,EU,IT,IT-82,Catania,LICC,CTA,
large,Central Illinois Regional Airport at Bloomington-Normal,40.47710037,-88.91590118,871,NA,US,US-IL,Bloomington/Normal,KBMI,BMI,BMI
large,Changsha Huanghua International Airport,28.18919945,113.2200012,217,AS,CN,CN-43,Changsha,ZGHA,CSX,
large,Charles de Gaulle International Airport,49.01279831,2.549999952,392,EU,FR,FR-J,Paris,LFPG,CDG,
large,Charleston Air Force Base-International Airport,32.89860153,-80.04049683,46,NA,US,US-SC,Charleston,KCHS,CHS,CHS
large,Charlotte Douglas International Airport,35.2140007,-80.94309998,748,NA,US,US-NC,Charlotte,KCLT,CLT,CLT
large,Chek Lap Kok International Airport,22.30890083,113.9150009,28,AS,HK,HK-U-A,Hong Kong,VHHH,HKG,
large,Chengdu Shuangliu International Airport,30.57850075,103.9469986,1625,AS,CN,CN-51,Chengdu,ZUUU,CTU,
large,Chennai International Airport,12.99000549,80.16929626,52,AS,IN,IN-TN,Chennai,VOMM,MAA,
large,Cheongju International Airport,36.71659851,127.4990005,191,AS,KR,KR-43,Cheongju,RKTU,CJJ,
large,Chhatrapati Shivaji International Airport,19.08869934,72.86789703,39,AS,IN,IN-MM,Mumbai,VABB,BOM,
large,Chiang Mai International Airport,18.76679993,98.96260071,1036,AS,TH,TH-50,Chiang Mai,VTCC,CNX,
large,Chicago Midway International Airport,41.7859993,-87.75240326,620,NA,US,US-IL,Chicago,KMDW,MDW,MDW
large,Chicago O'Hare International Airport,41.97859955,-87.90480042,672,NA,US,US-IL,Chicago,KORD,ORD,ORD
large,Chicago Rockford International Airport,42.19540024,-89.09719849,742,NA,US,US-IL,Chicago/Rockford,KRFD,RFD,RFD
large,Chkalovskiy Airport,55.87829971,38.06169891,499,EU,RU,RU-MOS,Moscow,UUMU,CKL,UUM1
large,Chongqing Jiangbei International Airport,29.71920013,106.6419983,1365,AS,CN,CN-50,Chongqing,ZUCK,CKG,
large,Christchurch International Airport,-43.48939896,172.5319977,123,OC,NZ,NZ-CAN,Christchurch,NZCH,CHC,
large,Chubu Centrair International Airport,34.85839844,136.8049927,15,AS,JP,JP-23,Tokoname,RJGG,NGO,
large,Ciampino–G. B. Pastine International Airport,41.79940033,12.59490013,427,EU,IT,IT-62,Roma,LIRA,CIA,
large,Cincinnati Northern Kentucky International Airport,39.04880142,-84.6678009,896,NA,US,US-KY,Cincinnati,KCVG,CVG,CVG
large,City of Colorado Springs Municipal Airport,38.80580139,-104.7009964,6187,NA,US,US-CO,Colorado Springs,KCOS,COS,COS
large,Clark International Airport,15.18599987,120.5599976,484,AS,PH,PH-PAM,Angeles City,RPLC,CRK,
large,Cleveland Hopkins International Airport,41.4117012,-81.84980011,791,NA,US,US-OH,Cleveland,KCLE,CLE,CLE
large,Cochin International Airport,10.15200043,76.40190125,30,AS,IN,IN-KL,Cochin,VOCI,COK,
large,Cologne Bonn Airport,50.86589813,7.142739773,302,EU,DE,DE-NW,Cologne,EDDK,CGN,
large,Columbia Metropolitan Airport,33.93880081,-81.11949921,236,NA,US,US-SC,Columbia,KCAE,CAE,CAE
large,Columbus Air Force Base,33.64379883,-88.44380188,219,NA,US,US-MS,Columbus,KCBM,CBM,CBM
large,Comodoro Arturo Merino Benítez International Airport,-33.39300156,-70.78579712,1555,SA,CL,CL-RM,Santiago,SCEL,SCL,
large,Congonhas Airport,-23.62611008,-46.65638733,2631,SA,BR,BR-SP,São Paulo,SBSP,CGH,
large,Copenhagen Kastrup Airport,55.61790085,12.65600014,17,EU,DK,DK-84,Copenhagen,EKCH,CPH,
large,Copernicus Wrocław Airport,51.10269928,16.88579941,404,EU,PL,PL-DS,Wrocław,EPWR,WRO,
large,Cork Airport,51.84130096,-8.491109848,502,EU,IE,IE-C,Cork,EICK,ORK,
large,Corpus Christi International Airport,27.77039909,-97.50119781,44,NA,US,US-TX,Corpus Christi,KCRP,CRP,CRP
large,Cotopaxi International Airport,-0.906832993,-78.61579895,9205,SA,EC,EC-X,Latacunga,SELT,LTX,
large,Cuneo International Airport,44.54700089,7.623219967,1267,EU,IT,IT-21,Cuneo,LIMZ,CUF,
large,Da Nang International Airport,16.04389954,108.1989975,33,AS,VN,VN-60,Da Nang,VVDN,DAD,
large,Dabolim Airport,15.38080025,73.83139801,150,AS,IN,IN-GA,Vasco da Gama,VOGO,GOI,
large,Dalaman International Airport,36.71310043,28.79249954,20,AS,TR,TR-48,Dalaman,LTBS,DLM,
large,Dallas Fort Worth International Airport,32.89680099,-97.03800201,607,NA,US,US-TX,Dallas-Fort Worth,KDFW,DFW,DFW
large,Dallas Love Field,32.8470993,-96.85179901,487,NA,US,US-TX,Dallas,KDAL,DAL,DAL
large,Damascus International Airport,33.41149902,36.5155983,2020,AS,SY,SY-DI,Damascus,OSDI,DAM,
large,Dane County Regional Truax Field,43.13990021,-89.33750153,887,NA,US,US-WI,Madison,KMSN,MSN,MSN
large,Denver International Airport,39.86169815,-104.6729965,5431,NA,US,US-CO,Denver,KDEN,DEN,DEN
large,Deputado Luiz Eduardo Magalhães International Airport,-12.9086113,-38.32249832,64,SA,BR,BR-BA,Salvador,SBSV,SSA,
large,Des Moines International Airport,41.5340004,-93.6631012,958,NA,US,US-IA,Des Moines,KDSM,DSM,DSM
large,Detroit Metropolitan Wayne County Airport,42.21239853,-83.35340118,645,NA,US,US-MI,Detroit,KDTW,DTW,DTW
large,Dobbins Air Reserve Base Airport,33.91540146,-84.51629639,1068,NA,US,US-GA,Marietta,KMGE,,MGE
large,Domodedovo International Airport,55.40879822,37.90629959,588,EU,RU,RU-MOS,Moscow,UUDD,DME,
large,Don Miguel Hidalgo Y Costilla International Airport,20.52179909,-103.310997,5016,NA,MX,MX-JAL,Guadalajara,MMGL,GDL,
large,Don Mueang International Airport,13.91259956,100.6070023,9,AS,TH,TH-10,Bangkok,VTBD,DMK,
large,Donetsk International Airport,48.07360077,37.73970032,791,EU,UA,UA-14,Donetsk,UKCC,DOK,
large,Dortmund Airport,51.5182991,7.612239838,425,EU,DE,DE-NW,Dortmund,EDLW,DTM,
large,Dover Air Force Base,39.12950134,-75.46600342,24,NA,US,US-DE,Dover,KDOV,DOV,DOV
large,Dresden Airport,51.13280106,13.76720047,755,EU,DE,DE-SN,Dresden,EDDC,DRS,
large,Dubai International Airport,25.25279999,55.36439896,62,AS,AE,AE-DU,Dubai,OMDB,DXB,
large,Dublin Airport,53.42129898,-6.270070076,242,EU,IE,IE-D,Dublin,EIDW,DUB,
large,Dubuque Regional Airport,42.40200043,-90.70950317,1077,NA,US,US-IA,Dubuque,KDBQ,DBQ,DBQ
large,Duluth International Airport,46.84209824,-92.19360352,1428,NA,US,US-MN,Duluth,KDLH,DLH,DLH
large,Duqm Jaaluni Airport,19.50222222,57.63444444,390,AS,OM,OM-WU,Duqm,,JNJ,
large,Dyess Air Force Base,32.42079926,-99.854599,1789,NA,US,US-TX,Abilene,KDYS,DYS,DYS
large,Düsseldorf International Airport,51.28950119,6.7667799,147,EU,DE,DE-NW,Düsseldorf,EDDL,DUS,
large,East Midlands Airport,52.83110046,-1.328060031,306,EU,GB,GB-ENG,Nottingham,EGNX,EMA,
large,Edinburgh Airport,55.95000076,-3.372499943,135,EU,GB,GB-SCT,Edinburgh,EGPH,EDI,
large,Edmonton International Airport,53.30970001,-113.5800018,2373,NA,CA,CA-AB,Edmonton,CYEG,YEG,CYEG
large,Edwards Air Force Base,34.90539932,-117.8840027,2312,NA,US,US-CA,Edwards,KEDW,,EDW
large,Eglin Air Force Base,30.48320007,-86.52539825,87,NA,US,US-FL,Valparaiso,KVPS,VPS,VPS
large,Eindhoven Airport,51.45009995,5.374529839,74,EU,NL,NL-NB,Eindhoven,EHEH,EIN,
large,El Dorado International Airport,4.70159,-74.1469,8361,SA,CO,CO-CUN,Bogota,SKBO,BOG,BOG
large,Eleftherios Venizelos International Airport,37.93640137,23.94449997,308,EU,GR,GR-A1,Athens,LGAV,ATH,
large,Enfidha - Hammamet International Airport,36.075833,10.438611,21,AF,TN,TN-51,Enfidha,DTNH,NBE,
large,Erie International Tom Ridge Field,42.08312701,-80.17386675,732,NA,US,US-PA,Erie,KERI,ERI,ERI
large,Erzurum International Airport,39.95650101,41.17020035,5763,AS,TR,TR-25,Erzurum,LTCE,ERZ,
large,Esenboğa International Airport,40.12810135,32.99509811,3125,AS,TR,TR-06,Ankara,LTAC,ESB,
large,EuroAirport Basel-Mulhouse-Freiburg Airport,47.58959961,7.529910088,885,EU,FR,FR-A,Bâle/Mulhouse,LFSB,BSL,
large,Exeter International Airport,50.7344017,-3.413889885,102,EU,GB,GB-ENG,Exeter,EGTE,EXT,
large,Fairbanks International Airport,64.81510162,-147.8560028,439,NA,US,US-AK,Fairbanks,PAFA,FAI,FAI
large,Fairchild Air Force Base,47.61510086,-117.6559982,2461,NA,US,US-WA,Spokane,KSKA,SKA,SKA
large,Falcone–Borsellino Airport,38.17599869,13.0909996,65,EU,IT,IT-82,Palermo,LICJ,PMO,
large,Faro Airport,37.01440048,-7.965909958,24,EU,PT,PT-08,Faro,LPFR,FAO,
large,Fort Lauderdale Hollywood International Airport,26.07259941,-80.15270233,9,NA,US,US-FL,Fort Lauderdale,KFLL,FLL,FLL
large,Fort Smith Regional Airport,35.33660126,-94.36740112,469,NA,US,US-AR,Fort Smith,KFSM,FSM,FSM
large,Fort Wayne International Airport,40.97850037,-85.19509888,814,NA,US,US-IN,Fort Wayne,KFWA,FWA,FWA
large,Fort Worth Alliance Airport,32.98759842,-97.31880188,722,NA,US,US-TX,Fort Worth,KAFW,AFW,AFW
large,Fort Worth Meacham International Airport,32.81980133,-97.36239624,710,NA,US,US-TX,Fort Worth,KFTW,FTW,FTW
large,Francisco Bangoy International Airport,7.125520229,125.6460037,96,AS,PH,PH-DAV,Davao City,RPMD,DVO,
large,Francisco de Sá Carneiro Airport,41.24810028,-8.681389809,228,EU,PT,PT-13,Porto,LPPR,OPO,
large,Frankfurt am Main International Airport,50.02640152,8.543129921,364,EU,DE,DE-HE,Frankfurt-am-Main,EDDF,FRA,
large,Fukuoka Airport,33.58589935,130.451004,32,AS,JP,JP-40,Fukuoka,RJFF,FUK,
large,Fuzhou Changle International Airport,25.93510056,119.663002,46,AS,CN,CN-35,Fuzhou,ZSFZ,FOC,
large,Gaziantep International Airport,36.94720078,37.47869873,2315,AS,TR,TR-27,Gaziantep,LTAJ,GZT,
large,Gdańsk Lech Wałęsa Airport,54.37760162,18.46619987,489,EU,PL,PL-PM,Gdańsk,EPGD,GDN,
large,General Abelardo L. Rodríguez International Airport,32.54109955,-116.9700012,489,NA,MX,MX-BCN,Tijuana,MMTJ,TIJ,
large,General Edward Lawrence Logan International Airport,42.36429977,-71.00520325,20,NA,US,US-MA,Boston,KBOS,BOS,BOS
large,General Ignacio P. Garcia International Airport,29.09589958,-111.0479965,627,NA,MX,MX-SON,Hermosillo,MMHO,HMO,
large,General Juan N Alvarez International Airport,16.75709915,-99.7539978,16,NA,MX,MX-GRO,Acapulco,MMAA,ACA,
large,General Mariano Escobedo International Airport,25.7784996,-100.1070023,1278,NA,MX,MX-NLE,Monterrey,MMMY,MTY,
large,General Mitchell International Airport,42.94720078,-87.89659882,723,NA,US,US-WI,Milwaukee,KMKE,MKE,MKE
large,General Wayne A. Downing Peoria International Airport,40.66419983,-89.69329834,660,NA,US,US-IL,Peoria,KPIA,PIA,PIA
large,Geneva Cointrin International Airport,46.23809814,6.108950138,1411,EU,CH,CH-GE,Geneva,LSGG,GVA,
large,Genoa Cristoforo Colombo Airport,44.41329956,8.837499619,13,EU,IT,IT-42,Genova,LIMJ,GOA,
large,George Airport,-34.00559998,22.37890053,648,AF,ZA,ZA-WC,George,FAGG,GRJ,
large,George Best Belfast City Airport,54.61809921,-5.872499943,15,EU,GB,GB-NIR,Belfast,EGAC,BHD,
large,George Bush Intercontinental Houston Airport,29.9843998,-95.34140015,97,NA,US,US-TX,Houston,KIAH,IAH,IAH
large,Gimhae International Airport,35.17950058,128.9380035,6,AS,KR,KR-26,Busan,RKPK,PUS,
large,Gimpo International Airport,37.55830002,126.7910004,58,AS,KR,KR-11,Seoul,RKSS,GMP,
large,Glasgow International Airport,55.87189865,-4.433060169,26,EU,GB,GB-SCT,Glasgow,EGPF,GLA,
large,Gothenburg-Landvetter Airport,57.66279984,12.27980042,506,EU,SE,SE-Q,Gothenburg,ESGG,GOT,
large,Governador Aluízio Alves International Airport,-5.768056,-35.376111,272,SA,BR,BR-RN,Natal,SBSG,NAT,
large,Gran Canaria Airport,27.93190002,-15.38659954,78,EU,ES,ES-CN,Gran Canaria Island,GCLP,LPA,
large,Greater Rochester International Airport,43.1189003,-77.67240143,559,NA,US,US-NY,Rochester,KROC,ROC,ROC
large,Greenville Spartanburg International Airport,34.89569855,-82.21890259,964,NA,US,US-SC,Greenville,KGSP,GSP,GSP
large,Grissom Air Reserve Base,40.64810181,-86.15209961,812,NA,US,US-IN,Peru,KGUS,GUS,GUS
large,Grozny North Airport,43.38830185,45.69860077,,EU,RU,RU-CE,Grozny,URMG,GRV,
large,Guangzhou Baiyun International Airport,23.39240074,113.2990036,50,AS,CN,CN-44,Guangzhou,ZGGG,CAN,
large,Guarulhos - Governador André Franco Montoro International Airport,-23.43555641,-46.47305679,2459,SA,BR,BR-SP,São Paulo,SBGR,GRU,
large,Guilin Liangjiang International Airport,25.21809959,110.0390015,570,AS,CN,CN-45,Guilin City,ZGKL,KWL,
large,Gulfport Biloxi International Airport,30.40730095,-89.07009888,28,NA,US,US-MS,Gulfport,KGPT,GPT,GPT
large,Haikou Meilan International Airport,19.93490028,110.4589996,75,AS,CN,CN-46,Haikou,ZJHK,HAK,
large,Halifax / Stanfield International Airport,44.88079834,-63.50859833,477,NA,CA,CA-NS,Halifax,CYHZ,YHZ,
large,Hamad International Airport,25.273056,51.608056,13,AS,QA,QA-DA,Doha,OTHH,DOH,
large,Hamburg Airport,53.63040161,9.988229752,53,EU,DE,DE-HH,Hamburg,EDDH,HAM,
large,Hangzhou Xiaoshan International Airport,30.22949982,120.4339981,23,AS,CN,CN-33,Hangzhou,ZSHC,HGH,
large,Hannover Airport,52.46110153,9.685079575,183,EU,DE,DE-NI,Hannover,EDDV,HAJ,
large,Hartsfield Jackson Atlanta International Airport,33.63669968,-84.42810059,1026,NA,US,US-GA,Atlanta,KATL,ATL,ATL
large,Hasanuddin International Airport,-5.061629772,119.5540009,47,AS,ID,ID-SN,Ujung Pandang-Celebes Island,WAAA,UPG,
large,Helsinki Vantaa Airport,60.31719971,24.9633007,179,EU,FI,FI-ES,Helsinki,EFHK,HEL,
large,Henri Coandă International Airport,44.57220078,26.10219955,314,EU,RO,RO-B,Bucharest,LROP,OTP,
large,Heraklion International Nikos Kazantzakis Airport,35.33969879,25.18029976,115,EU,GR,GR-91,Heraklion,LGIR,HER,
large,Hercílio Luz International Airport,-27.67027855,-48.55250168,16,SA,BR,BR-SC,Florianópolis,SBFL,FLN,
large,Heydar Aliyev International Airport,40.46749878,50.04669952,10,AS,AZ,AZ-BA,Baku,UBBB,GYD,
large,Holloman Air Force Base,32.85250092,-106.1070023,4093,NA,US,US-NM,Alamogordo,KHMN,HMN,HMN
large,Honolulu International Airport,21.31870079,-157.9219971,13,NA,US,US-HI,Honolulu,PHNL,HNL,HNL
large,Houari Boumediene Airport,36.69100189,3.215409994,82,AF,DZ,DZ-35,Algiers,DAAG,ALG,
large,Huntsville International Carl T Jones Field,34.6371994,-86.77510071,629,NA,US,US-AL,Huntsville,KHSV,HSV,HSV
large,Hurghada International Airport,27.17830086,33.79940033,52,AF,EG,EG-BA,Hurghada,HEGN,HRG,
large,Il Caravaggio International Airport,45.6739006,9.704170227,782,EU,IT,IT-25,Bergamo,LIME,BGY,
large,Imam Khomeini International Airport,35.41609955,51.15219879,3305,AS,IR,IR-07,Tehran,OIIE,IKA,
large,Incheon International Airport,37.46910095,126.4509964,23,AS,KR,KR-28,Seoul,RKSI,ICN,
large,Indianapolis International Airport,39.71730042,-86.29440308,797,NA,US,US-IN,Indianapolis,KIND,IND,IND
large,Indira Gandhi International Airport,28.56649971,77.10310364,777,AS,IN,IN-DL,New Delhi,VIDP,DEL,
large,Jackson-Medgar Wiley Evers International Airport,32.31119919,-90.07589722,346,NA,US,US-MS,Jackson,KJAN,JAN,JAN
large,Jacksonville International Airport,30.49410057,-81.68789673,30,NA,US,US-FL,Jacksonville,KJAX,JAX,JAX
large,James M Cox Dayton International Airport,39.90240097,-84.2193985,1009,NA,US,US-OH,Dayton,KDAY,DAY,DAY
large,Jeju International Airport,33.51129913,126.4929962,118,AS,KR,KR-49,Jeju City,RKPC,CJU,
large,John F Kennedy International Airport,40.63980103,-73.77890015,13,NA,US,US-NY,New York,KJFK,JFK,JFK
large,John Paul II International Airport Kraków-Balice Airport,50.07770157,19.78479958,791,EU,PL,PL-MA,Kraków,EPKK,KRK,
large,John Wayne Airport-Orange County Airport,33.67570114,-117.8679962,56,NA,US,US-CA,Santa Ana,KSNA,SNA,SNA
large,Jomo Kenyatta International Airport,-1.319239974,36.92779922,5330,AF,KE,KE-110,Nairobi,HKJK,NBO,
large,Joplin Regional Airport,37.15179825,-94.49829865,981,NA,US,US-MO,Joplin,KJLN,JLN,JLN
large,Jorge Chávez International Airport,-12.02190018,-77.11430359,113,SA,PE,PE-LIM,Lima,SPIM,LIM,
large,José Martí International Airport,22.98920059,-82.40910339,210,NA,CU,CU-03,Havana,MUHA,HAV,
large,João Paulo II Airport,37.74119949,-25.69790077,259,EU,PT,PT-20,Ponta Delgada,LPPD,PDL,
